,Year,Company Name,Country,GICS Sub-Industry,Industry (Exiobase),Environmental Intensity (Sales),Environmental Intensity (Op Inc),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,SDG 1.5,SDG 2.1,SDG 2.2,SDG 2.3,SDG 2.4,SDG 3.3,SDG 3.4,SDG 3.9,SDG 6,SDG 12.2,SDG 14.1,SDG 14.2,SDG 14.3,SDG 14.c,SDG 15.1,SDG 15.2,SDG 15.5,% Imputed
7028,2015,HEINEKEN HOLDING NV,NETHERLANDS,Brewers,Manufacture of beverages,-1.9625001368023303,-14.696181199690614,-437202008.2973807,-372459130.61274254,-122575.52767741165,-4962219.217013797,-1157946.6738481484,-18612.398372445867,-164545.44943679756,-58393943.3595661,76964.94127666991,-167010189.79265505,-120027450.13281289,-119910930.5145958,-1240554.8042534492,-1240554.8042534492,-19695389.50912089,50495124.009032324,-10708.778562762089,-58393943.3595661,-164545.44943679756,-2654.3832199999997,-140.11955768109618,-57946.684284184186,-3163.8378199999997,38482.470638334955,38482.470638334955,-15925.077550445867,0.01053202402749078
7029,2015,HEINEKEN NV,NETHERLANDS,Brewers,Manufacture of beverages,-1.9625001368023303,-14.594938472064028,-437202008.2973807,-372459130.61274254,-122575.52767741165,-4962219.217013797,-1157946.6738481484,-18612.398372445867,-164545.44943679756,-58393943.3595661,76964.94127666991,-167010189.79265505,-120027450.13281289,-119910930.5145958,-1240554.8042534492,-1240554.8042534492,-19695389.50912089,50495124.009032324,-10708.778562762089,-58393943.3595661,-164545.44943679756,-2654.3832199999997,-140.11955768109618,-57946.684284184186,-3163.8378199999997,38482.470638334955,38482.470638334955,-15925.077550445867,0.01053202402749078
7030,2015,SAPPORO HOLDINGS LTD,JAPAN,Brewers,Manufacture of beverages,-1.8703917937373735,-71.56400567195237,-83007737.26679048,-76825712.7291998,-19259.262135445097,-1022674.6552091312,-239068.21984276845,-3372.4116408933087,-9219.681088316654,-4893093.219600505,4662.911926404847,-34355663.79482782,-21097523.76889323,-21084379.50316966,-255668.6638022828,-255668.6638022828,-3417011.8601073707,2369931.9709148635,-1114.3430330035812,-4893093.219600505,-9219.681088316654,-170.8527210789296,-26.782802767152006,-9387.932525397353,-203.64440843603154,2331.4559632024234,2331.4559632024234,-3199.4388495528156,0.07109776119330927
7033,2015,ASAHI GROUP HOLDINGS LTD,JAPAN,Brewers,Manufacture of beverages,-1.3250036137713856,-18.21420793732946,-204633361.79501876,-190079944.52441725,-44573.60460325842,-2519418.21753356,-588167.6923474128,-8020.465037764411,-32084.057659605176,-11364551.785821656,3398.5524018605843,-84455525.5100182,-49848194.41255204,-49813676.84653196,-629854.55438339,-629854.55438339,-8043158.585537835,214278.4868354449,-3877.861477093021,-11364551.785821656,-32084.057659605176,-160.55578,-93.2028971540089,-21957.6190738982,-191.37117999999998,1699.2762009302921,1699.2762009302921,-7857.91695976441,0.015887360322395443
8502,2014,ANHEUSER-BUSCH INBEV,BELGIUM,Brewers,Manufacture of beverages,-5.552357624122989,-18.783108601502317,-1979009750.0245767,-1815856282.625206,-437099.3747989078,-24330127.801586557,-5648896.806352716,-77997.2727847376,-139921.10460286215,-132590680.92109708,71255.88185254726,-811392837.0241551,-486843820.257167,-486331815.9883639,-6082529.142290568,-6082654.2938228445,-78655226.49480046,29342276.82536184,-7352.97414455242,-132590680.92109708,-139921.10460286215,-2461.3238409010264,-204.8576766252475,-215339.21821971395,-2933.7246394702306,35627.94092627363,35627.94092627363,-75505.40696916846,0.04798594620163036
8504,2014,MOLSON COORS BEVERAGE CO,UNITED STATES OF AMERICA,Brewers,Manufacture of beverages,-3.623765861244698,-31.446673065045815,-150252203.9047889,-87459904.44529884,-23669.882876738164,-1160718.9629578497,-269998.1739207951,-4039.3047256018435,-27982.1571896726,-61316840.33798118,10949.360161778508,-38837577.73255215,-24997121.751109,-24975974.23595934,-290179.74073946243,-290179.74073946243,-4064851.135285028,4557106.780989738,-3737.9447809890644,-61316840.33798118,-27982.1571896726,-401.56312207070334,-117.9531197504395,-11184.359703923727,-478.6349548745896,5474.680080889254,5474.680080889254,-3632.7587034762482,0.09326399934506945
8508,2014,CARLSBERG A/S,DENMARK,Brewers,Manufacture of beverages,-2.8178956913610147,-21.735164350942675,-295399471.3222387,-244858144.5953584,-80556.41832684219,-3183176.0675629955,-749084.0752016447,-12141.91764301419,-346599.1261504396,-46213679.12516082,43910.00316550466,-108005336.15491386,-77529531.04653646,-77482002.4292771,-795771.5426301896,-796066.7762590434,-12724260.081367778,28536501.234092835,-34352.6696460723,-46213679.12516082,-346599.1261504396,-1653.51602,-273.03850245184844,-37918.294871743325,-1970.87462,21955.00158275233,21840.33298424959,-10353.21494251145,0.022005538348542672
8509,2014,AMBEV SA,BRAZIL,Brewers,Manufacture of beverages,-2.540335959564265,-6.87128315694353,-364197253.5550764,-295909582.7515955,-78382.02565029616,-3850629.3223692942,-902044.60404015,-13078.76577657645,-142857.917450546,-63319728.28466036,19050.116466288146,-129700710.96546419,-81731682.48763962,-81682537.52181226,-962657.3305923236,-962657.3305923236,-13268858.377558162,7623464.097216058,-16015.778114433679,-63319728.28466036,-142857.917450546,-833.1057428644818,-416.0074544986719,-37584.336091456345,-993.0033604318229,9525.058233144073,9525.058233144073,-12235.32222522387,0.10689465161162177
8510,2014,HEINEKEN NV,NETHERLANDS,Brewers,Manufacture of beverages,-2.285189430665615,-15.78403617874023,-532586028.3532507,-467532155.386649,-145373.09465507575,-6228900.484200071,-1455063.852370106,-22677.035840490058,-162817.1731660964,-57118733.75287153,79692.42650172193,-209685220.53952122,-145529925.7916557,-145402587.50871712,-1557225.1210500177,-1557225.1210500177,-23816045.957215365,52269950.74540054,-10596.300655037734,-57118733.75287153,-162817.1731660964,-2746.12938,-138.64783477760506,-69239.45885337147,-3273.1927799999994,39846.213250860965,39846.213250860965,-19896.83040249006,0.00900959559559896
8511,2014,HEINEKEN HOLDING NV,NETHERLANDS,Brewers,Manufacture of beverages,-2.285187009797788,-16.377315313612208,-532585464.1460283,-467532155.386649,-145373.09465507575,-6228900.484200071,-1455063.852370106,-22677.035840490058,-162817.1731660964,-57118169.54564912,79692.42650172193,-209685220.53952122,-145529925.7916557,-145402587.50871712,-1557225.1210500177,-1557225.1210500177,-23816045.957215365,52269950.74540054,-10596.300655037734,-57118169.54564912,-162817.1731660964,-2746.12938,-138.64783477760506,-69239.45885337147,-3273.1927799999994,39846.213250860965,39846.213250860965,-19896.83040249006,0.009009602363087288
8512,2014,SAPPORO HOLDINGS LTD,JAPAN,Brewers,Manufacture of beverages,-2.030843605994559,-71.52904754030537,-87856208.96820901,-82342401.07477774,-20301.79527803694,-1095925.6711236655,-256331.8132669987,-3579.36343952445,-8024.765735044226,-4133703.0605293913,4058.5759414130307,-36829107.66517572,-22389857.868414406,-22376647.84980501,-273981.4177809164,-273981.4177809164,-3623052.276227272,2062777.3013411022,-969.918775136842,-4133703.0605293913,-8024.765735044226,-148.70938037007434,-23.311621722647956,-9940.524399197926,-177.25110611707632,2029.2879707065154,2029.2879707065154,-3428.8087602738706,0.05975694328745073
8514,2014,KIRIN HOLDINGS CO LTD,JAPAN,Brewers,Manufacture of beverages,-1.9499666550507193,-37.37899965365996,-357079747.0081061,-336251879.7244697,-78882.91361800645,-4474320.443286748,-1043282.698030554,-14213.718278020124,-33968.34729764706,-15189969.99195982,6770.82883447847,-149809425.65481806,-88498351.82974261,-88429812.3970943,-1118580.110821687,-1118580.110821687,-14279802.243464286,1449684.2796183794,-4105.607427326989,-15189969.99195982,-33968.34729764706,-277.32362,-98.70395117331387,-38966.291904243255,-330.55022,3385.414417239235,3385.414417239235,-13932.953416020124,0.0077323086441553985
8518,2014,ASAHI GROUP HOLDINGS LTD,JAPAN,Brewers,Manufacture of beverages,-1.3421496981780803,-18.67720477614748,-199848872.8189595,-185248334.31887475,-44450.35853505818,-2454457.9252634523,-573550.9806789223,-7880.62971883875,-27620.855679290766,-11497211.442831788,4633.69262263506,-82377014.45717627,-49188603.262811385,-49155848.73706596,-613614.4813158631,-613614.4813158631,-7945728.902268461,1599154.2126622403,-3338.413530465702,-11497211.442831788,-27620.855679290766,-196.00316000000004,-80.23747490093308,-21873.633251177685,-233.62196,2316.84631131753,2316.84631131753,-7682.19440283875,0.01881915457946227
9883,2013,ANADOLU EFES BIRACILIK MALT,TURKEY,Brewers,Manufacture of beverages,-5.509569795893451,-72.61431908704947,-235718201.8512717,-141219389.23638543,-28181.370529770087,-1490193.7334724246,-339503.8009242086,-7523.248634639638,-432104.0474680898,-92182252.04693696,-19054.366894142193,-48532358.39310406,-25253396.659185864,-25202209.12844921,-370908.1931927538,-377908.4190551784,-4017147.0346835703,-39229321.170226835,-80808.59316432386,-92182252.04693696,-432104.0474680897,-330.4842541186523,-1760.2700296964133,-11060.467168679535,-393.9139511645507,-9527.183447071096,-12074.491539595801,-4641.355414494388,0.22099128175543567
9884,2013,ANHEUSER-BUSCH INBEV,BELGIUM,Brewers,Manufacture of beverages,-5.237692631453171,-17.387191301538557,-1701114599.6482446,-1580222370.2541475,-380116.43055796623,-21170772.466366883,-4916027.1791308345,-67846.85980993499,-120079.69318344255,-94298538.25791691,61151.49286917851,-706119541.4859301,-423496449.6736174,-423054549.9924048,-5292690.706687108,-5292798.111196527,-68418392.16056785,25181416.4024332,-6310.290944098074,-94298538.25791691,-120079.69318344255,-2112.297587124979,-175.80798139960808,-187303.00436800387,-2517.709930836872,30575.746434589255,30575.746434589255,-65708.35123085299,0.04791463089561369
9886,2013,MOLSON COORS BEVERAGE CO,UNITED STATES OF AMERICA,Brewers,Manufacture of beverages,-3.915210728955042,-35.64451914947577,-164677678.47057804,-93137337.15827702,-24739.811068263003,-1236380.558154196,-287869.399064605,-4250.757283065714,-26240.00372913052,-69971128.44212213,10267.659120387594,-41398127.88974818,-26335231.1938119,-26314128.510198668,-309095.139538549,-309095.139538549,-4278213.09136674,4273383.860889384,-3505.222428978308,-69971128.44212213,-26240.00372913052,-376.56202662264565,-110.60942446768968,-11759.828654703106,-448.83541021050195,5133.829560193797,5133.829560193797,-3869.522588959428,0.08154015788339596
9890,2013,AMBEV SA,BRAZIL,Brewers,Manufacture of beverages,-2.8351983589453402,-7.36128862715907,-417533664.92609835,-342490499.9074776,-87338.37253817345,-4483578.1995736975,-1050552.5865923525,-14896.755527894613,-120236.96933847033,-69302595.74599954,16033.610949454745,-150986063.38272563,-93104680.66698031,-93052633.69414343,-1120894.5498934244,-1120894.5498934244,-15086149.09831761,6416320.74209124,-13479.747265275191,-69302595.74599954,-120236.96933847033,-701.1869656799158,-350.13443037518334,-42316.920013122304,-835.7654705597331,8016.805474727373,8016.805474727373,-14186.867702056625,0.08186007263703396
9891,2013,CARLSBERG A/S,DENMARK,Brewers,Manufacture of beverages,-2.2565369863680167,-15.68101174864407,-277407140.85357666,-228989609.27296558,-72364.51291540322,-2975373.097843379,-699096.689073934,-11189.927200202956,-379028.2817705823,-44317792.22375077,37313.15194320342,-100734646.42866117,-70708083.016823,-70663971.97602804,-743818.6974214894,-744141.5542512462,-11584054.891947126,22515872.794637684,-37566.83836684483,-44317792.22375077,-379028.2817705823,-1446.04459,-298.5850414308837,-34028.73922455529,-1723.58329,18656.57597160171,18531.17853524271,-9600.541554843956,0.026470161324710285
9892,2013,HEINEKEN HOLDING NV,NETHERLANDS,Brewers,Manufacture of beverages,-2.081948672979334,-17.173393628531855,-550959537.9228588,-486706133.4894558,-150460.4521903565,-6434652.522729014,-1505564.457222517,-23088.00738993344,-169257.31587815407,-56037411.941844486,67030.26385166257,-216926305.41402444,-149126267.76573038,-148994224.08502394,-1608663.1306822535,-1608663.1306822535,-24386227.563256327,47939713.759343624,-11015.431432899213,-56037411.941844486,-169257.31587815407,-2319.71825,-144.1319727547131,-72277.87221104618,-2764.9407499999998,33515.13192583129,33515.13192583129,-20739.504314933438,0.009271954464459853
9893,2013,HEINEKEN NV,NETHERLANDS,Brewers,Manufacture of beverages,-2.079499744171882,-16.583319596068378,-550311462.0592839,-486706133.4894558,-150460.4521903565,-6434652.522729014,-1505564.457222517,-23088.00738993344,-169257.31587815407,-55389336.07826956,67030.26385166257,-216926305.41402444,-149126267.76573038,-148994224.08502394,-1608663.1306822535,-1608663.1306822535,-24386227.563256327,47939713.759343624,-11015.431432899213,-55389336.07826956,-169257.31587815407,-2319.71825,-144.1319727547131,-72277.87221104618,-2764.9407499999998,33515.13192583129,33515.13192583129,-20739.504314933438,0.009279880759728144
9896,2013,SAPPORO HOLDINGS LTD,JAPAN,Brewers,Manufacture of beverages,-1.9933127056627746,-66.2316599308443,-96700894.93158865,-90393816.53508176,-22024.57540869635,-1202942.3726634902,-281470.31406440045,-3902.218250204358,-7378.528335518063,-4793092.125080609,3731.7372960548987,-40435207.64399281,-24407579.42124008,-24393754.364726402,-300735.59316587256,-300735.59316587256,-3947008.8698193748,1896661.0702841815,-891.8108517791791,-4793092.125080609,-7378.528335518063,-136.7337580991553,-21.43432806720911,-10818.855900567045,-162.9770079487011,1865.8686480274494,1865.8686480274494,-3763.787795836819,0.05077223538747143
9897,2013,ASAHI GROUP HOLDINGS LTD,JAPAN,Brewers,Manufacture of beverages,-1.7356092552502387,-25.328352668344333,-283106007.9373598,-266453010.25198615,-61924.830111990625,-3537548.723593866,-827429.7319522253,-11189.717408145696,-24809.14626779202,-12193121.587753646,3026.0517140144934,-118800012.85943511,-69738327.13446112,-69697907.22468059,-884387.1808984665,-884387.1808984665,-11247629.814439539,406662.81179682445,-2998.574357774069,-12193121.587753646,-24809.14626779202,-137.61924000000002,-72.06957214102695,-30691.985941783776,-164.03243999999998,1513.0258570072467,1513.0258570072467,-11050.390484145695,0.009044665246513319
9898,2013,KIRIN HOLDINGS CO LTD,JAPAN,Brewers,Manufacture of beverages,-1.69760134558921,-26.79904864754617,-364190479.0031507,-345469356.89515525,-81729.31752823498,-4597691.246951588,-1073206.918371382,-14681.88374351079,-32629.285821137844,-12930013.547515923,8830.091936455325,-154121619.0051569,-91501392.94949679,-91436956.20029257,-1149422.811737897,-1149422.811737897,-14772190.170293001,2953780.5875415606,-3943.7608501170193,-12930013.547515923,-32629.285821137844,-345.09067000000005,-94.80556259355805,-40315.40879722715,-411.32377,4415.045968227662,4415.045968227662,-14332.510926510791,0.007207595364574108
11171,2012,ANADOLU EFES BIRACILIK MALT,TURKEY,Brewers,Manufacture of beverages,-5.7879871390328885,-47.95603509143157,-208097765.40688306,-126279196.92407951,-25625.26404840815,-1338896.3582836646,-305172.96827379445,-6751.660720896738,-381032.4908062043,-79745470.67052071,-15619.070126968483,-43636790.00841333,-23018371.454184655,-22972846.554099124,-333277.71385840664,-339450.5639212439,-3667251.566133652,-33897609.526509464,-71257.60499667938,-79745470.67052071,-381032.49080620427,-331.45386839935304,-1552.2189107850638,-10093.346926153952,-395.06966308624266,-7809.535063484242,-10055.769860479906,-4169.859147216555,0.21834295603009563
11173,2012,ANHEUSER-BUSCH INBEV,BELGIUM,Brewers,Manufacture of beverages,-4.34247070015678,-14.235484011942056,-1337624522.965235,-1197258484.1202047,-292466.4605279141,-16076896.692234317,-3721961.608377236,-51899.5665898493,-119623.9026646444,-120164109.99273248,60919.37809672032,-534707263.10732853,-323792102.4068658,-323394983.63376707,-4019221.7723013223,-4019328.769131842,-52350311.6488839,25085834.455628898,-6286.338761119194,-120164109.99273248,-119623.9026646444,-2104.2798683286715,-175.14066114814335,-143488.47739944028,-2508.1533748103147,30459.68904836016,30459.68904836016,-49769.175219504876,0.05949260666496259
11175,2012,MOLSON COORS BEVERAGE CO,UNITED STATES OF AMERICA,Brewers,Manufacture of beverages,-3.5842760012037322,-28.896288511145364,-140378169.58714417,-58269902.6591247,-16642.81512514907,-772738.4198438966,-179241.28351406052,-2786.123540347503,-25299.859175771402,-81121458.20932378,9899.78250354611,-25801679.671272334,-17186584.971201677,-17169843.669423565,-193184.60496097416,-193184.60496097416,-2802674.117870435,4120274.1813824507,-3379.634955404219,-81121458.20932378,-25299.859175771402,-363.07030832924727,-106.64643539814007,-7733.188929099364,-432.75423237912634,4949.891251773055,4949.891251773055,-2418.5479800170897,0.09068849719619135
11179,2012,CARLSBERG A/S,DENMARK,Brewers,Manufacture of beverages,-2.4338687233289735,-17.892835803132083,-288960903.86758447,-241352422.36194888,-77275.99420797444,-3133193.439078667,-736590.2808442861,-11836.582178271834,-390729.86391755746,-43298959.23721045,40103.8918016326,-106157279.13426718,-75037068.22395962,-74990256.66046461,-783273.0239736204,-783605.8482277008,-12300148.93121804,24829360.4652767,-38726.62370818737,-43298959.23721045,-390729.86391755746,-1546.1313100000002,-307.8031329512316,-36352.59836556036,-1842.87961,20051.9459008163,19922.67712167591,-10141.996518131446,0.025856012754457935
11180,2012,HEINEKEN HOLDING NV,NETHERLANDS,Brewers,Manufacture of beverages,-2.3767362531367167,-19.566297600274186,-575985523.1615014,-520351070.624536,-159289.52508810724,-6881828.98642991,-1610970.541410571,-24580.929299698357,-163183.8023949525,-46863779.59714343,69180.84480141067,-232081368.9894367,-158626139.38526273,-158491719.8231624,-1720457.2466074775,-1720457.2466074775,-25928214.28560034,49655392.74298017,-10620.161243342634,-46863779.59714343,-163183.8023949525,-2390.61301,-138.96003985866997,-76616.54471526563,-2849.4423099999995,34590.422400705334,34590.422400705334,-22160.651748698358,0.008589187904084382
11181,2012,HEINEKEN NV,NETHERLANDS,Brewers,Manufacture of beverages,-2.3264110779216223,-15.84528152850433,-563789566.4851117,-508430131.74330187,-153454.76726910725,-6713234.888087411,-1571513.731605571,-23738.395693110855,-163183.8023949525,-46794460.91356093,60151.75680141068,-226347403.08832628,-153183599.63172698,-153052097.4485362,-1678308.7220218529,-1678308.7220218529,-25018151.592793006,44176812.14002018,-10620.161243342634,-46794460.91356093,-163183.8023949525,-2085.14,-138.96003985866997,-74059.47757476562,-2485.34,30075.87840070534,30075.87840070534,-21627.381693110852,0.00895399663347166
11186,2012,KIRIN HOLDINGS CO LTD,JAPAN,Brewers,Manufacture of beverages,-1.5126340675444947,-21.610525335456472,-382421073.50031054,-363118769.1277745,-85572.5477026276,-4826048.733404467,-1128896.753420427,-15387.129885130964,-31959.813799212636,-13222157.403346194,7718.0090221243945,-162110723.73511195,-95976292.38691756,-95921322.71235017,-1206512.1833511167,-1206512.1833511167,-15492085.952143405,2800764.6884460784,-3862.8446583011714,-13222157.403346194,-31959.813799212636,-306.51558,-92.84197373637141,-42285.46938870925,-365.34497999999996,3859.0045110621973,3859.0045110621973,-15076.810827130963,0.008460520358480448
11187,2012,ASAHI GROUP HOLDINGS LTD,JAPAN,Brewers,Manufacture of beverages,-1.442620216092072,-21.007653848278764,-263437541.48998708,-250613091.83415902,-58105.67798620502,-3326816.8522938327,-778166.1850746155,-10508.51813592168,-23084.57866623127,-8630188.352712031,2420.5090408672777,-111723773.26307276,-65489210.35804315,-65451357.44674615,-831704.2130734582,-831704.2130734582,-10560854.539587602,144232.9265099769,-2790.1333202442343,-8630188.352712031,-23084.57866623127,-114.6827,-67.05977261664285,-28816.978704177545,-136.69369999999998,1210.2545204336388,1210.2545204336388,-10392.41236592168,0.009072575597687902
12309,2011,ANADOLU EFES BIRACILIK MALT,TURKEY,Brewers,Manufacture of beverages,-8.143233908325074,-67.95435148521419,-205314587.6763235,-118667757.40323022,-24807.211489843026,-1319862.5603704578,-302791.32622155634,-6093.665631786227,-289741.6604699538,-84692111.45177956,-11422.397112678926,-43339258.744922325,-23508662.88861067,-23471384.483223934,-328865.798712371,-333559.707683898,-3757930.2041163053,-25509558.096626494,-54185.134577803765,-84692111.45177956,-289741.6604699537,-267.41920500000003,-1180.325813350309,-10317.690510396049,-318.74485500000003,-5711.198556339463,-7419.262345098959,-4114.864314961873,0.1711618549209919
12311,2011,ANHEUSER-BUSCH INBEV,BELGIUM,Brewers,Manufacture of beverages,-5.108726187118933,-16.585625900244935,-1427206123.9381425,-1279003742.2051847,-311211.4787807274,-17164500.527388263,-3976818.5402663555,-55307.54553362481,-119950.34239132462,-126635678.91859645,61085.61999898607,-571293653.2295523,-345097848.5703864,-344690672.65067494,-4291122.72453842,-4291230.013350856,-55784214.921749815,25154290.782172587,-6303.493448947361,-126635678.91859645,-119950.34239132462,-2110.0222035123147,-175.61859965610256,-152853.49641429784,-2514.9978338515857,30542.809999493034,30542.809999493034,-53171.34057284264,0.0562312236788735
12312,2011,MOLSON COORS BEVERAGE CO,UNITED STATES OF AMERICA,Brewers,Manufacture of beverages,-3.884248795161669,-29.564523682939768,-136558543.03102225,-60698860.69095864,-17207.533219649005,-805036.5178938202,-186808.11933889033,-2888.2255965868326,-25370.38478000203,-74832298.93826109,9927.37902643439,-26888113.9005203,-17824306.394213885,-17807259.262185663,-201259.12947345505,-201259.12947345505,-2905535.506375268,4131759.811567939,-3389.055987974119,-74832298.93826109,-25370.38478000203,-364.0823990565206,-106.94372180765097,-8013.9082646712,-433.96057323303614,4963.689513217195,4963.689513217195,-2519.6253867390997,0.09307167679142683
12316,2011,CARLSBERG A/S,DENMARK,Brewers,Manufacture of beverages,-2.63979749232493,-18.59973045224087,-293054170.4296719,-247817233.87392434,-79146.1620561674,-3222837.3431386375,-757299.404974909,-12193.003010524411,-403771.44524787104,-40804225.660814635,42536.4634952746,-109139740.03927699,-77136225.8432993,-77088206.38276635,-805683.1543433854,-806027.0874350007,-12644055.493252495,25822854.480018355,-40019.22112491654,-40804225.660814635,-403771.44524787104,-1634.7497600000002,-318.07682831677397,-37167.74444160854,-1948.5065599999998,21268.2317476373,21134.648301376958,-10404.384588264069,0.026194846152349197
12317,2011,HEINEKEN NV,NETHERLANDS,Brewers,Manufacture of beverages,-2.6031743828527816,-17.977073989751233,-578670938.1510483,-520697907.72957504,-150075.95007227772,-6919345.679425101,-1616790.8427780736,-24126.6055710448,-161618.63156503995,-49161238.66655574,60165.954494083635,-232737452.19960004,-154031952.2753032,-153902664.87098178,-1729836.4198562752,-1729836.4198562752,-25109474.28360605,39942583.72718128,-10518.29839701174,-49161238.66655574,-161618.63156503995,-2085.14,-137.62721026579237,-72372.06822074017,-2485.34,30082.977247041817,30082.977247041817,-22015.5915710448,0.008938810271337921
12319,2011,HEINEKEN HOLDING NV,NETHERLANDS,Brewers,Manufacture of beverages,-2.5598213781578294,-17.677685605241585,-569033810.4719559,-511289192.9568838,-152276.65451227772,-6779778.331425098,-1585458.8357780734,-23963.5377300448,-161618.63156503995,-49106186.61455574,64665.09049408363,-228324184.12958038,-153817441.93002316,-153687054.17348176,-1694944.5828562744,-1694944.5828562744,-25111965.646924447,44610416.079171285,-10518.29839701174,-49106186.61455574,-161618.63156503995,-2237.35522,-137.62721026579237,-73292.87942274017,-2666.76982,32332.545247041817,32332.545247041817,-21698.4197080448,0.008824168122559702
12321,2011,KIRIN HOLDINGS CO LTD,JAPAN,Brewers,Manufacture of beverages,-1.3224877221828237,-19.178349186202244,-356160034.2954819,-343713650.93925315,-82265.59699930936,-4568809.628507969,-1068144.2214790776,-14697.454598940487,-37783.51317507615,-6685546.191138854,10863.249670596728,-153414319.37856588,-91674388.81557855,-91618852.56390597,-1142202.4071269922,-1142202.4071269922,-14810339.895284746,4415079.730105228,-4566.73004909029,-6685546.191138854,-37783.51317507615,-421.19828,-109.75958620743542,-40471.346988343525,-502.03868000000006,5431.624835298364,5431.624835298364,-14271.029770940488,0.01048709427897078
12323,2011,ASAHI GROUP HOLDINGS LTD,JAPAN,Brewers,Manufacture of beverages,-1.253945825705125,-17.111593444431495,-238427245.40761018,-225491630.83382145,-51862.828792455985,-2989755.721162104,-698875.980909991,-9406.03191478073,-26676.319389884316,-9160037.7753304,1000.0837109071501,-100330080.96526207,-58527529.3063737,-58491428.61218133,-747438.930290526,-747438.930290526,-9433511.410937136,-925580.2902632689,-3224.2515086520702,-9160037.7753304,-26676.319389884316,-71.72881918167114,-77.49363496728854,-25730.56830962421,-85.49569979232788,500.04185545357507,500.04185545357507,-9333.413029959578,0.011685565802237011
12324,2011,SAPPORO HOLDINGS LTD,JAPAN,Brewers,Manufacture of beverages,-1.0659333036412528,-25.633598858771872,-62920437.54679369,-61421363.06865178,-15564.49903664736,-817708.5412823884,-191085.19561213895,-2713.4739612849025,-8281.528559239041,-467909.67505122,4188.435361031414,-27463841.432421345,-16976411.847625893,-16965472.596580192,-204427.1353205971,-204427.1353205971,-2751148.529832402,2128778.545871436,-1000.9525887292009,-467909.67505122,-8281.528559239041,-153.46753054526707,-24.057507400522557,-7565.145112887242,-182.92248595555887,2094.217680515707,2094.217680515707,-2558.1020891197304,0.08420211429551562
13361,2010,ANADOLU EFES BIRACILIK MALT,TURKEY,Brewers,Manufacture of beverages,-7.502472446453002,-46.52155392485772,-203259946.56425542,-119086557.5993734,-25078.75563094122,-1311159.0116098684,-300344.8539769063,-6215.406072565242,-306967.4991992591,-82212455.38329041,-11168.055083608548,-42987603.05423332,-23418634.189170737,-23379741.14503491,-326624.5233063448,-331597.49645808816,-3744967.3147234204,-26464651.798181567,-57406.57117842593,-82212455.38329041,-306967.499199259,-314.8978517086792,-1250.4990223939462,-10292.200716051719,-375.336057418518,-5584.027541804274,-7393.6398317935,-4086.988457748494,0.18052857538827996
13363,2010,ANHEUSER-BUSCH INBEV,BELGIUM,Brewers,Manufacture of beverages,-5.2787354768866805,-17.83674004883223,-1451502093.0114732,-1292361610.1552584,-314466.1335060021,-17343801.959982693,-4018349.668880758,-55885.660017537746,-121231.12301273638,-137348486.1780419,61737.867227146395,-577259943.7370068,-348704903.4287392,-348293414.018329,-4335948.056982772,-4336056.491381198,-56367325.06107882,25422877.995321654,-6370.799569927568,-137348486.1780419,-121231.12301273638,-2132.552156283859,-177.49378312548527,-154451.43645382384,-2541.851950515805,30868.933613573197,30868.933613573197,-53726.645535227006,0.055911589479403195
13364,2010,MOLSON COORS BEVERAGE CO,UNITED STATES OF AMERICA,Brewers,Manufacture of beverages,-4.548408003019039,-34.18554042730984,-148023390.0502516,-34128928.742255345,-23683.496209435492,-413215.49849887495,-92824.68388262489,-2299.2462553269215,-22823.399686138517,-113358956.68007204,19341.696608168855,-13635243.332653493,-16640413.98083573,-16582153.881093852,-103303.87462471874,-103303.87462471874,-2813034.681239673,15233643.637531474,-3048.8216888694815,-113358956.68007204,-22823.399686138517,-679.75564,-96.27297605637398,-10895.552724633184,-810.22084,9670.848304084428,9670.848304084428,-1611.0556913269218,0.010385123685818093
13368,2010,HEINEKEN HOLDING NV,NETHERLANDS,Brewers,Manufacture of beverages,-3.025953122416405,-23.503948831942157,-655044025.322936,-519443982.22629297,-158621.81350951476,-6863692.32432742,-1606818.4861766298,-24449.976200857473,-165536.02557676012,-126847464.61859468,66540.14774273612,-231472799.2556902,-157862303.6009211,-157727428.33981726,-1715923.081081855,-1715923.081081855,-25798651.713904817,48309927.89362687,-10773.246225457857,-126847464.61859468,-165536.02557676012,-2301.9945599999996,-140.96308809203177,-76384.21165861933,-2743.8153599999996,33270.07387136806,33270.07387136806,-22119.416744857474,0.1514243183203396
13370,2010,HEINEKEN NV,NETHERLANDS,Brewers,Manufacture of beverages,-2.6705259826200987,-20.743185208286015,-578102838.5489422,-519443982.22629297,-158621.81350951476,-6863692.32432742,-1606818.4861766298,-24449.976200857473,-165536.02557676012,-49906277.84460082,66540.14774273612,-231472799.2556902,-157862303.6009211,-157727428.33981726,-1715923.081081855,-1715923.081081855,-25798651.713904817,48309927.89362687,-10773.246225457857,-49906277.84460082,-165536.02557676012,-2301.9945599999996,-140.96308809203177,-76384.21165861933,-2743.8153599999996,33270.07387136806,33270.07387136806,-22119.416744857474,0.008736664172043574
